DBScan Eps;DBScan Min Samples;Coeficiente de Silhueta;Rand Score DBScan;Homogeneidade;Completude;Matriz de Conting̻ncia DBScan
0.5;10;0.23258336331903479;0.8867408704352177;0.8533061951303187;0.5847853480652038;"[[ 97 886   5   5   7]
 [105   3 881  10   1]]"
0.5;25;0.33555696809794266;0.7565947973986994;0.7010506872209326;0.4450475932848778;"[[284 713   3]
 [275   1 724]]"
0.5;50;-0.38577239118054785;0.5194662331165583;0.22411871798266206;0.19316075439463934;"[[717  69   0 214   0]
 [842   0  88   0  70]]"
0.7;10;0.211960992273126;0.4997503751875938;6.743502474346957e-06;3.711436781565131e-05;"[[ 27 973]
 [ 28 972]]"
0.7;25;0.4887751038970166;0.8960115057528765;0.8640713688850248;0.6282187834574203;"[[100 896   4]
 [106   3 891]]"
0.7;50;0.36225902266577736;0.7763296648324162;0.7324632917797111;0.46856398306549085;"[[259 738   3]
 [248   0 752]]"
1.0;10;0.2886901631360236;0.4997578789394697;0.0002444953574867167;0.002607174310918229;"[[ 14 986]
 [ 10 990]]"
1.0;25;0.23393520358940872;0.49976788394197097;0.0003026563176537274;0.0019842760022922776;"[[ 25 975]
 [ 19 981]]"
1.0;50;0.5290826862940239;0.9287158579289645;0.8833669359560239;0.6953596504401643;"[[ 64 928   8]
 [ 58   5 937]]"
